subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	mapping_tool
MESH:C013076	isoxazolin-5-one	skos:exactMatch	CHEBI:76851	isoxazolin-5-one	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C069441	11-hydroxylauric acid	skos:exactMatch	CHEBI:76937	11-hydroxydodecanoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C482828	manool	skos:exactMatch	CHEBI:76945	manool	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C060440	2-hydroxybehenic acid	skos:exactMatch	CHEBI:76980	2-hydroxydocosanoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C026137	metacetamol	skos:exactMatch	CHEBI:76987	3-hydroxyacetanilide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C032964	5-O-mycaminosyltylonolide	skos:exactMatch	CHEBI:77011	mycaminosyltylonolide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000615219	boron-10 atom	skos:exactMatch	CHEBI:77014	Boron-10	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006938	cellobionic acid	skos:exactMatch	CHEBI:77021	cellobionic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C074507	3-(5-oxoisoxazolin-2-yl)-L-alanine	skos:exactMatch	CHEBI:77029	(isoxazolin-5-on-2-yl)alanine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C521901	cetylpyridinium bromide	skos:exactMatch	CHEBI:77052	hexadecylpyridinium bromide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C023342	closantel	skos:exactMatch	CHEBI:77053	closantel	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C003717	trimethylselenonium	skos:exactMatch	CHEBI:77058	trimethylselenonium	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C561047	Ac-Asp-Glu-Glu	skos:exactMatch	CHEBI:77064	N-acetyl-aspartyl-glutamyl-glutamic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C030848	eperisone	skos:exactMatch	CHEBI:77069	eperisone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C091947	O-lauroyl-L-carnitine	skos:exactMatch	CHEBI:77086	lauroylcarnitine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C018945	flubendazole	skos:exactMatch	CHEBI:77095	flubendazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C097357	1-stearoyl-2-linoleoyl-sn-glycerol	skos:exactMatch	CHEBI:77097	1-stearoyl-2-linoleoyl-sn-glycerol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C067207	Obacunone	skos:exactMatch	CHEBI:7713	obacunone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C551265	3-sulfopropanediol(1-)	skos:exactMatch	CHEBI:77138	2,3-dihydroxypropane-1-sulfonate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C034784	Obamegine	skos:exactMatch	CHEBI:7714	obamegine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C407883	ginsenoside F2	skos:exactMatch	CHEBI:77145	ginsenoside F2	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C049864	ginsenoside Re	skos:exactMatch	CHEBI:77148	ginsenoside Re	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C055327	ginsenoside F1	skos:exactMatch	CHEBI:77150	ginsenoside F1	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C026474	ginsenoside Rg2	skos:exactMatch	CHEBI:77151	ginsenoside Rg2	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C048026	ginsenoside Rb2	skos:exactMatch	CHEBI:77152	ginsenoside Rb2	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C044463	ginsenoside Rb3	skos:exactMatch	CHEBI:77153	ginsenoside Rb3	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C044462	ginsenoside Rc	skos:exactMatch	CHEBI:77154	ginsenoside Rc	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C009358	6-sulfo-D-quinovose	skos:exactMatch	CHEBI:77198	sulfoquinovose	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C029433	lead tetraacetate	skos:exactMatch	CHEBI:77245	lead tetraacetate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C009357	3-sulfopropanediol	skos:exactMatch	CHEBI:77267	3-sulfopropanediol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C001427	11-hydroxy-Delta(9)-tetrahydrocannabinol	skos:exactMatch	CHEBI:77270	11-hydroxy-delta(9)-tetrahydrocannabinol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C016780	11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol	skos:exactMatch	CHEBI:77273	11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008699	octan-1-amine	skos:exactMatch	CHEBI:7728	octylamine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C028075	dexamisole	skos:exactMatch	CHEBI:77282	dexamisole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C023477	diisopropyl methylphosphonate	skos:exactMatch	CHEBI:77325	diisopropyl methylphosphonate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C083639	CL-20	skos:exactMatch	CHEBI:77327	hexanitrohexaazaisowurzitane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C550307	okanin	skos:exactMatch	CHEBI:7734	okanin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C052549	ramiprilat	skos:exactMatch	CHEBI:77363	ramiprilat	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037544	tricaproin	skos:exactMatch	CHEBI:77386	tricaproin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C004565	trilaurin	skos:exactMatch	CHEBI:77389	trilaurin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C027036	(13Z)-docosen-1-ol	skos:exactMatch	CHEBI:77416	erucyl alcohol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000626479	4-bromophenyl phenyl ether	skos:exactMatch	CHEBI:77421	4-bromodiphenyl ether	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C553989	11-methyldodecan-1-ol	skos:exactMatch	CHEBI:77438	isotridecan-1-ol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C515102	p-coutaric acid	skos:exactMatch	CHEBI:77439	coutaric acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002769	oleuropein	skos:exactMatch	CHEBI:7747	oleuropein	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037936	(9Z,12Z,15Z)-octadecatrien-1-ol	skos:exactMatch	CHEBI:77474	linolenyl alcohol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015388	nitrone	skos:exactMatch	CHEBI:77477	nitrones	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C482461	ginsenoside Mc	skos:exactMatch	CHEBI:77491	ginsenoside Mc	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000595753	2-hydroxy-3-(2-methoxyphenoxy)propyl carbamate	skos:exactMatch	CHEBI:77498	2-hydroxy-3-(2-methoxyphenoxy)propyl carbamate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C010734	1-hexadecene	skos:exactMatch	CHEBI:77507	cetene	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C469781	2,2,4,6,6-pentamethylheptane	skos:exactMatch	CHEBI:77509	2,2,4,6,6-pentamethylheptane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C048335	oligomycin B	skos:exactMatch	CHEBI:7751	oligomycin B	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C029719	3-ethyltoluene	skos:exactMatch	CHEBI:77512	3-ethyltoluene	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C042075	oligomycin C	skos:exactMatch	CHEBI:7752	oligomycin C	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C042986	ebselen	skos:exactMatch	CHEBI:77543	ebselen	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012293	tranilast	skos:exactMatch	CHEBI:77572	tranilast	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C011521	Olivacine	skos:exactMatch	CHEBI:7767	olivacine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C020786	Olivanic acid	skos:exactMatch	CHEBI:7768	olivanic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C414085	peloruside A	skos:exactMatch	CHEBI:77692	peloruside A	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C025468	methyl formate	skos:exactMatch	CHEBI:77699	methyl formate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008640	nitromethane	skos:exactMatch	CHEBI:77701	nitromethane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C084012	diethylamine NONOate	skos:exactMatch	CHEBI:77707	1,1-diethyl-2-hydroxy-2-nitrosohydrazine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C574854	tenovin-6	skos:exactMatch	CHEBI:77729	tenovin-6	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C035196	cadmium nitrate	skos:exactMatch	CHEBI:77732	cadmium nitrate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008717	ossamycin	skos:exactMatch	CHEBI:77735	ossamycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C075494	Onopordopicrin	skos:exactMatch	CHEBI:7776	onopordopicrin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C105246	syringomycin E	skos:exactMatch	CHEBI:77762	syringomycin E	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C433880	ilicicolin H	skos:exactMatch	CHEBI:77772	ilicicolin H	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037341	sodium selenide	skos:exactMatch	CHEBI:77773	sodium selenide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C459379	SCH-351591	skos:exactMatch	CHEBI:77774	SCH 351591	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C054745	temafloxacin	skos:exactMatch	CHEBI:77788	temafloxacin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C505280	Orchinol	skos:exactMatch	CHEBI:7779	orchinol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C513640	3-mercaptohexyl acetate	skos:exactMatch	CHEBI:77818	3-mercaptohexyl acetate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C005283	Oripavine	skos:exactMatch	CHEBI:7782	oripavine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C062490	rac-nortilidine	skos:exactMatch	CHEBI:77829	nortilidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C477246	lancovutide	skos:exactMatch	CHEBI:77834	Moli1901	semapv:LexicalMatching		0.9	https://github.com/indralab/panacea_indra/blob/master/panacea_indra/make_ctd_tests.py
MESH:C026927	5-fluorotryptophan	skos:exactMatch	CHEBI:77837	5-fluorotryptophan	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C088771	7-aminocholesterol	skos:exactMatch	CHEBI:77845	7-aminocholesterol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C504073	cincreasin	skos:exactMatch	CHEBI:77861	cincreasin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C067500	ferrirubin	skos:exactMatch	CHEBI:77867	ferrirhodin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000302	boromycin	skos:exactMatch	CHEBI:77880	boromycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C400184	1-O-palmitoyl-2-O-(5-oxovaleryl)-sn-glycero-3-phosphocholine	skos:exactMatch	CHEBI:77890	1-palmitoyl-2-(5-oxovaleroyl)-sn-glycero-3-phosphorylcholine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C016007	mutalomycin	skos:exactMatch	CHEBI:77918	mutalomycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C056744	isopentenol	skos:exactMatch	CHEBI:77922	isopentenol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C009541	tridecan-2-one	skos:exactMatch	CHEBI:77928	2-tridecanone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012708	alborixin	skos:exactMatch	CHEBI:77940	alborixin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C437445	Orthosporin	skos:exactMatch	CHEBI:7795	orthosporin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C093973	2-(2-amino-3-methoxyphenyl)chromen-4-one	skos:exactMatch	CHEBI:77954	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	semapv:LexicalMatching		0.9	https://github.com/indralab/panacea_indra/blob/master/panacea_indra/make_ctd_tests.py
MESH:C027218	m-fluoro-L-phenylalanine	skos:exactMatch	CHEBI:77957	3-fluorophenylalanine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C485800	Osajin	skos:exactMatch	CHEBI:7797	osajin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C007517	dibenziodolium	skos:exactMatch	CHEBI:77986	diphenyleneiodonium	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006686	4,7-diphenyl-1,10-phenanthroline	skos:exactMatch	CHEBI:77995	bathophenanthroline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C031412	N-oleoylsphingosine	skos:exactMatch	CHEBI:77996	oleoylsphingosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C103830	Osladin	skos:exactMatch	CHEBI:7800	osladin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015917	hexamethyldisiloxane	skos:exactMatch	CHEBI:78002	hexamethyldisiloxane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C489942	wiskostatin	skos:exactMatch	CHEBI:78008	wiskostatin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C035177	5,5,5-trifluoroleucine	skos:exactMatch	CHEBI:78014	5',5',5'-trifluoroleucine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C028810	dodecylphosphocholine	skos:exactMatch	CHEBI:78018	dodecylphosphocholine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C005505	toralactone	skos:exactMatch	CHEBI:78029	toralactone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000610866	Otobain	skos:exactMatch	CHEBI:7803	otobain	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:D010381	polyhydroxyalkanoate	skos:exactMatch	CHEBI:78037	Pelger-Huet Anomaly	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C586441	5-fluoroanthranilic acid	skos:exactMatch	CHEBI:78042	2-amino-5-fluorobenzoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C023599	tin(II) chloride dihydrate	skos:exactMatch	CHEBI:78074	stannous chloride	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017049	4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonic acid	skos:exactMatch	CHEBI:78159	bathophenanthroline disulfonic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037225	Oxantel pamoate	skos:exactMatch	CHEBI:7821	oxantel pamoate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C480658	1,2-dicapryl-sn-glycero-3-phosphocholine	skos:exactMatch	CHEBI:78226	didecanoylphosphatidylcholine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C022155	oxiconazole	skos:exactMatch	CHEBI:7825	oxiconazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C117223	valerylsalicylic acid	skos:exactMatch	CHEBI:78250	valerylsalicylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C584122	oryzalexin D	skos:exactMatch	CHEBI:78256	oryzalexin D	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C584123	oryzalexin E	skos:exactMatch	CHEBI:78259	oryzalexin E	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C031390	9-cis-retinal	skos:exactMatch	CHEBI:78273	9-cis-retinal	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C047329	elloramycin A	skos:exactMatch	CHEBI:78288	elloramycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C526153	2-nonanol	skos:exactMatch	CHEBI:78304	2-nonanol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C074170	ambrein	skos:exactMatch	CHEBI:78306	ambrein	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C413580	ambroxan	skos:exactMatch	CHEBI:78307	ambrox	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C056157	civetone	skos:exactMatch	CHEBI:78317	civetone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015866	ethyl 2-hydroxypropanoate	skos:exactMatch	CHEBI:78321	ethyl lactate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C005227	methyl isothiocyanate	skos:exactMatch	CHEBI:78337	methyl isothiocyanate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C078947	cyclooctatin	skos:exactMatch	CHEBI:78370	cyclooctatin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C016299	chelerythrine	skos:exactMatch	CHEBI:78373	chelerythrine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C086822	ethyl mandelate	skos:exactMatch	CHEBI:78407	ethyl mandelate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C469890	tricosan-1-ol	skos:exactMatch	CHEBI:78411	1-tricosanol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C056599	icariin	skos:exactMatch	CHEBI:78420	icariin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C029836	oxolucidine B	skos:exactMatch	CHEBI:7849	serratanine B	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037500	mastoparan	skos:exactMatch	CHEBI:78496	mastoparan	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C575417	mastoparan-AF	skos:exactMatch	CHEBI:78507	mastoparan-AF	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C516138	dorsomorphin	skos:exactMatch	CHEBI:78510	dorsomorphin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C547076	tafamidis	skos:exactMatch	CHEBI:78538	tafamidis	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C044958	zofenopril	skos:exactMatch	CHEBI:78539	zofenopril	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C510591	nemadipine-A	skos:exactMatch	CHEBI:78546	nemadipine-A	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C005569	pipamperone	skos:exactMatch	CHEBI:78549	pipamperone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C501183	oxyayanin B	skos:exactMatch	CHEBI:7855	3',5,6-trihydroxy-3,4',7-trimethoxyflavone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C550182	beta-aminoarteether maleate	skos:exactMatch	CHEBI:78570	beta-aminoarteether maleate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008742	oxycarboxin	skos:exactMatch	CHEBI:7858	oxycarboxin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C033759	aflatoxin Q1	skos:exactMatch	CHEBI:78582	aflatoxin Q1	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C026547	21-dehydrocortisol	skos:exactMatch	CHEBI:78595	21-dehydrocortisol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C003552	11-dehydrocorticosterone	skos:exactMatch	CHEBI:78600	11-dehydrocorticosterone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C533978	monepantel	skos:exactMatch	CHEBI:78621	monepantel	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C033171	N-hexadecanoylsphingosine-1-phosphocholine	skos:exactMatch	CHEBI:78646	palmitoylsphingomyelin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C058787	royal jelly	skos:exactMatch	CHEBI:78665	royal jelly	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C032710	rubidium chloride	skos:exactMatch	CHEBI:78672	rubidium chloride	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C041715	6-anilino-5,8-quinolinedione	skos:exactMatch	CHEBI:78677	6-anilino-5,8-quinolinedione	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C100201	Oxyphencyclimine	skos:exactMatch	CHEBI:7868	oxyphencyclimine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C479572	1-(4-butylbenzyl)isoquinoline	skos:exactMatch	CHEBI:78683	1-(4-butylbenzyl)isoquinoline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000626960	cantharidic acid	skos:exactMatch	CHEBI:78695	cantharidic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C085452	cercosporamide	skos:exactMatch	CHEBI:78696	cercosporamide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C533800	(5alpha)-3-oxocholestan-26-oic acid	skos:exactMatch	CHEBI:78701	dafachronic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C046857	25-azacoprostane	skos:exactMatch	CHEBI:78726	25-azacoprostane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C424603	2,4,5-trimethylthiazole	skos:exactMatch	CHEBI:78738	2,4,5-trimethylthiazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C468987	emodepside	skos:exactMatch	CHEBI:78739	emodepside	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C061800	N,N-dimethylsphingosine	skos:exactMatch	CHEBI:78759	N,N-dimethylsphingosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C515063	ethylene glycol monododecyl ether	skos:exactMatch	CHEBI:78770	ethylene glycol mono-n-dodecyl ether	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C513428	pyraclostrobin	skos:exactMatch	CHEBI:78780	pyrachlostrobin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C020972	pyrrolidine dithiocarbamate	skos:exactMatch	CHEBI:78782	pyrrolidine dithiocarbamic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C535060	5-hydroxyhexan-2-one	skos:exactMatch	CHEBI:78816	5-hydroxy-2-hexanone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015483	PR-toxin	skos:exactMatch	CHEBI:7883	PR Toxin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C543733	CK-666	skos:exactMatch	CHEBI:78843	CK-0944666	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C003020	naphthalene-1,2,3,4-tetrone	skos:exactMatch	CHEBI:78854	oxoline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C099830	tetracosapentaenoic acid	skos:exactMatch	CHEBI:78862	tetracosapentaenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C063979	hexacosatetraenoic acid	skos:exactMatch	CHEBI:78864	hexacosatetraenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C001445	1,3-indandione	skos:exactMatch	CHEBI:78877	1,3-indandione	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000609866	4-chloro-7-nitrobenzofurazan	skos:exactMatch	CHEBI:78878	4-chloro-7--nitrobenzo-2-oxa-1,3-diazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015423	paeoniflorin	skos:exactMatch	CHEBI:7889	peoniflorin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C071868	4,4-dimethyl-8,14-cholestadien-3beta-ol	skos:exactMatch	CHEBI:78904	4,4-dimethylcholesta-8,14-dien-3-ol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C048579	12-HPEPE	skos:exactMatch	CHEBI:78909	12-hydroperoxy-5,8,11,14,17-eicosapentaenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C402301	copovidone	skos:exactMatch	CHEBI:78913	poly(vinylpyrrolidone-co-vinyl-acetate)	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C088763	triacontatetraenoic acid	skos:exactMatch	CHEBI:78915	triacontatetraenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C086311	dotriacontatetraenoic acid	skos:exactMatch	CHEBI:78918	dotriacontatetraenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C086312	tetratriacontahexaenoic acid	skos:exactMatch	CHEBI:78933	tetratriacontahexaenoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C099474	Palustrine	skos:exactMatch	CHEBI:7902	palustrine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012703	S-adenosyl-3-thiopropylamine	skos:exactMatch	CHEBI:79030	S-adenosyl-3-thiopropylamine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C573971	umeclidinium bromide	skos:exactMatch	CHEBI:79040	GSK573719	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C478745	tasimelteon	skos:exactMatch	CHEBI:79042	tasimelteon	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
