# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   SCTID: http://purl.obolibrary.org/obo/SCTID_
#   MONARCHPROP: https://data.monarchinitiative.org/property/
#   biolink: http://w3id.org/biolink/vocab/
# comment: Work in progress (Updated 2025-02-18). This is the beginning of a mapping file between HPO and SNOMED-CT.
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_id: http://w3id.org/sssom/commons/monarch/hpo-snomed.sssom.tsv
# see_also: https://www.snomed.org/news/snomed-and-the-monarch-initiative-collaborate-to-develop-two-way-maps-for-hpo
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	ext_custom_predicate_id	mapping_justification	ext_comment_tg	ext_comment_sm
HP:0004416	Precocious atherosclerosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:38716007	Atherosclerosis (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004417	Intermittent claudication	biolink:PhenotypicFeature	skos:exactMatch	SCTID:63491006	Intermittent claudication (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0004463	Absent brainstem auditory responses	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0004464	Postauricular pit	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		ok
HP:0004466	Prolonged brainstem auditory evoked potentials	biolink:PhenotypicFeature	skos:broadMatch	SCTID:251608007	Brainstem auditory evoked potential finding (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004469	Chronic bronchitis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:63480004	Chronic bronchitis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004478	Ethmoidal encephalocele	biolink:PhenotypicFeature	skos:broadMatch	SCTID:838339009	Basal encephalocele (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		ok
HP:0004485	Cessation of head growth	biolink:PhenotypicFeature	skos:broadMatch	SCTID:253130001	Secondary microcephaly (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004523	Long eyebrows	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0004527	Large clumps of pigment irregularly distributed along hair shaft	biolink:PhenotypicFeature	skos:broadMatch	SCTID:110438001	Localized melanin pigmentation (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		ok - if localization is more important, altenative match might be SCTID:267811000 Disorder of hair shaft (disorder) --> findingToDisorderBroadMatch
HP:0004529	Atrophic, patchy alopecia	biolink:PhenotypicFeature	skos:broadMatch	SCTID:68225006	Alopecia areata (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004552	Scarring alopecia of scalp	biolink:PhenotypicFeature	skos:exactMatch	SCTID:400088006	Scarring alopecia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004601	Spina bifida occulta at L5	biolink:PhenotypicFeature	skos:broadMatch	SCTID:76916001	Spina bifida occulta (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004614	Spina bifida occulta at S1	biolink:PhenotypicFeature	skos:broadMatch	SCTID:76916001	Spina bifida occulta (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004661	Frontalis muscle weakness	biolink:PhenotypicFeature	skos:broadMatch	SCTID:280816001	Facial palsy (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004664	Facial midline hemangioma	biolink:PhenotypicFeature	skos:broadMatch	SCTID:448610006	Hemangioma of face (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004681	Deep longitudinal plantar crease	biolink:PhenotypicFeature	skos:broadMatch	SCTID:95469008	Abnormal plantar creases (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004751	Paroxysmal ventricular tachycardia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:66657009	Paroxysmal ventricular tachycardia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004754	Permanent atrial fibrillation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:440028005	Permanent atrial fibrillation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004757	Paroxysmal atrial fibrillation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:282825002	Paroxysmal atrial fibrillation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004758	Effort-induced polymorphic ventricular tachycardia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:419671004	Catecholaminergic polymorphic ventricular tachycardia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004761	Post-angioplasty coronary artery restenosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:43026009	Restenosis (morphologic abnormality)		semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004762	Hypoplasia of right ventricle	biolink:PhenotypicFeature	skos:exactMatch	SCTID:2829000	Uhl's disease (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004764	Myxomatous mitral valve degeneration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:42069006	Myxoid transformation of mitral valve (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004768	Sparse anterior scalp hair	biolink:PhenotypicFeature	skos:broadMatch	SCTID:1162675003	Sparse hair (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004771	Premature graying of body hair	biolink:PhenotypicFeature	skos:broadMatch	SCTID:387833009	Premature canities (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004779	Brittle scalp hair	biolink:PhenotypicFeature	skos:broadMatch	SCTID:25159003	Brittle hair (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004875	Neonatal inspiratory stridor	biolink:PhenotypicFeature	skos:broadMatch	SCTID:58596002	Inspiratory stridor (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004876	Spontaneous neonatal pneumothorax	biolink:PhenotypicFeature	skos:broadMatch	SCTID:80423007	Spontaneous pneumothorax (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004878	Intercostal muscle weakness	biolink:PhenotypicFeature	skos:broadMatch	SCTID:26544005	Muscle weakness (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004880	Respiratory infections in early life	biolink:PhenotypicFeature	skos:broadMatch	SCTID:275498002	Respiratory tract infection (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004881	Episodic hypoventilation	biolink:PhenotypicFeature	skos:broadMatch	SCTID:31515003	Hypoventilation (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004885	Episodic respiratory distress	biolink:PhenotypicFeature	skos:broadMatch	SCTID:271825005	Respiratory distress (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0004886	Congenital laryngeal stridor	biolink:PhenotypicFeature	skos:exactMatch	SCTID:55490007	Congenital laryngeal stridor (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004889	Intermittent episodes of respiratory insufficiency due to muscle weakness	biolink:PhenotypicFeature	skos:broadMatch	SCTID:409623005	Respiratory insufficiency (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004891	Recurrent infections due to aspiration	biolink:PhenotypicFeature	skos:broadMatch	SCTID:275498002	Respiratory tract infection (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration	Recurrent respiratory tract infection is missing, however, children exist: 195708003 | Recurrent upper respiratory tract infection (disorder); 448739000 | Recurrent lower respiratory tract infection (disorder)	
HP:0004894	Laryngotracheal stenosis	biolink:PhenotypicFeature	skos:narrowMatch	SCTID:204550009	Congenital stenosis of larynx, trachea and bronchus (disorder)	biolink:Disease	semapv:findingToFindingNarrowMatch	semapv:ManualMappingCuration		
HP:0004926	Orthostatic hypotension due to autonomic dysfunction	biolink:PhenotypicFeature	skos:broadMatch	SCTID:28651003	Orthostatic hypotension (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004931	Arteriosclerosis of small cerebral arteries	biolink:PhenotypicFeature	skos:broadMatch	SCTID:65312002	Cerebral arteriosclerosis (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004933	Ascending aortic dissection	biolink:PhenotypicFeature	skos:exactMatch	SCTID:724442004	Dissection of ascending aorta and aortic arch (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004935	Pulmonary artery atresia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:10930001	Congenital atresia of pulmonary artery (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004937	Pulmonary artery aneurysm	biolink:PhenotypicFeature	skos:exactMatch	SCTID:194892009	Pulmonary artery aneurysm (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004938	Tortuous cerebral arteries	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0004960	Absent pulmonary artery	biolink:PhenotypicFeature	skos:exactMatch	SCTID:86252004	Agenesis of pulmonary artery (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004964	Pulmonary arterial medial hypertrophy	biolink:PhenotypicFeature	skos:broadMatch	SCTID:128588008	Anomalous pulmonary artery (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration	Secondary mappings: 36110001 | Congenital anomaly of pulmonary artery (disorder); 251039005 | Pulmonary artery finding (finding)	
HP:0004968	Recurrent cerebral hemorrhage	biolink:PhenotypicFeature	skos:broadMatch	SCTID:274100004	Cerebral hemorrhage (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0004969	Peripheral pulmonary artery stenosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:253631001	Peripheral pulmonary artery stenosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004971	Pulmonary artery hypoplasia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:54682008	Congenital hypoplasia of pulmonary artery (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0005220	Multiple intestinal neurofibromatosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:81669005	Neurofibromatosis (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0005241	Total intestinal aganglionosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204745000	Total intestinal aganglionosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0005304	Hypoplastic pulmonary veins	biolink:PhenotypicFeature	skos:exactMatch	SCTID:446432002	Pulmonary venous hypoplasia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0005307	Postural hypotension with compensatory tachycardia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:371073003	Postural orthostatic tachycardia syndrome (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0005308	Pulmonary artery vasoconstriction	biolink:PhenotypicFeature	skos:broadMatch	SCTID:251039005	Pulmonary artery finding (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration	Secondary mapping: 36110001 | Congenital anomaly of pulmonary artery (disorder)	
HP:0005318	Cerebral vasculitis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:427020007	Cerebral vasculitis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0005320	Lack of facial subcutaneous fat	biolink:PhenotypicFeature	skos:broadMatch	SCTID:248316006	Loss of subcutaneous fat (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0005328	Progeroid facial appearance	biolink:PhenotypicFeature	skos:broadMatch	SCTID:88587007	Premature aging (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0005336	Forehead hyperpigmentation	biolink:PhenotypicFeature	skos:broadMatch	SCTID:4830009	Hyperpigmentation (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0005341	Autonomic bladder dysfunction	biolink:PhenotypicFeature	skos:broadMatch	SCTID:40492006	Bladder dysfunction (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0007950	Peripapillary chorioretinal atrophy	biolink:PhenotypicFeature	skos:broadMatch	SCTID:95686007	Chorioretinal atrophy (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0007958	Optic atrophy from cranial nerve compression	biolink:PhenotypicFeature	skos:exactMatch	SCTID:312944002	Compressive optic atrophy (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0007962	Speckled corneal dystrophy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:417183007	Fleck corneal dystrophy (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0007965	Undetectable visual evoked potentials	biolink:PhenotypicFeature	skos:broadMatch	SCTID:102968003	Abnormal visual evoked potential (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0007973	Retinal dysplasia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:95494009	Retinal dysplasia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0007975	Hypometric horizontal saccades	biolink:PhenotypicFeature	skos:broadMatch	SCTID:246768008	Hypometric saccades (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0007976	Cerulean cataract	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204138006	Congenital blue dot cataract (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
