# curie_map:
#   APO: http://purl.obolibrary.org/obo/APO_
#   DDPHENO: http://purl.obolibrary.org/obo/DDPHENO_
#   FBcv: http://purl.obolibrary.org/obo/FBcv_
#   FYPO: http://purl.obolibrary.org/obo/FYPO_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MP: http://purl.obolibrary.org/obo/MP_
#   PHIPO: http://purl.obolibrary.org/obo/PHIPO_
#   PLANP: http://purl.obolibrary.org/obo/PLANP_
#   WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#   XPO: http://purl.obolibrary.org/obo/XPO_
#   ZP: http://purl.obolibrary.org/obo/ZP_
#   obo: http://purl.obolibrary.org/obo/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_description: A manual matching pipeline maintained by the Monarch Initiative.
# mapping_set_id: http://w3id.org/sssom/commons/monarch/upheno-lexical-oak.sssom.tsv
# object_source: obo:mp
# subject_source: obo:hp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source
WBPhenotype:0000594	cell migration variant (WBP)	skos:exactMatch	MP:0003091	abnormal cell migration (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000598	alimentary system morphology variant (WBP)	skos:exactMatch	XPO:0101784	abnormal alimentary system morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000604	nervous system morphology variant (WBP)	skos:exactMatch	HP:0012639	Abnormal nervous system morphology (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000605	reproductive system morphology variant (WBP)	skos:exactMatch	XPO:0101752	abnormal genital system morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000612	nervous system physiology variant (WBP)	skos:exactMatch	HP:0012638	Abnormal nervous system physiology (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000613	reproductive system physiology variant (WBP)	skos:exactMatch	MP:0001919	abnormal reproductive system physiology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000616	synapse morphology variant (WBP)	skos:exactMatch	MP:0009538	abnormal synapse morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000623	nervous system development variant (WBP)	skos:exactMatch	MP:0003861	abnormal nervous system development (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000624	reproductive system development variant (WBP)	skos:exactMatch	MP:0003936	abnormal reproductive system development (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000626	habituation variant (WBP)	skos:exactMatch	MP:0011617	abnormal habituation (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000631	drug response variant (WBP)	skos:exactMatch	HP:0020169	Abnormal drug response (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000632	axon fasciculation variant (WBP)	skos:exactMatch	MP:0009450	abnormal axon fasciculation (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000635	positive chemotaxis variant (WBP)	skos:exactMatch	DDPHENO:0001224	aberrant positive chemotaxis (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0000642	hyperactive (WBP)	skos:exactMatch	MP:0001399	hyperactivity (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000643	locomotion variant (WBP)	skos:exactMatch	XPO:0131409	abnormal locomotory behavior (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000647	copulation variant (WBP)	skos:exactMatch	FBcv:0006000	abnormal copulation (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0000650	defecation variant (WBP)	skos:exactMatch	MP:0003866	abnormal defecation (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000654	synaptic vesicle exocytosis variant (WBP)	skos:exactMatch	MP:0030950	abnormal synaptic vesicle exocytosis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000659	feeding behavior variant (WBP)	skos:exactMatch	HP:0100738	Abnormal eating behavior (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000659	feeding behavior variant (WBP)	skos:exactMatch	MP:0001431	abnormal eating behavior (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000666	ovulation variant (WBP)	skos:exactMatch	MP:0001928	abnormal ovulation (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000670	spermatogenesis variant (WBP)	skos:exactMatch	HP:0008669	Abnormal spermatogenesis (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000671	resistant to copper (WBP)	skos:exactMatch	FYPO:0004135	resistance to copper (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0000688	sterile (WBP)	skos:exactMatch	HP:0000789	Infertility (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000691	gonad development variant (WBP)	skos:exactMatch	MP:0002211	abnormal primary sex determination (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000692	male sterile (WBP)	skos:exactMatch	MP:0001925	male infertility (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000695	vulva morphology variant (WBP)	skos:exactMatch	MP:0003126	abnormal external female genitalia morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000717	gene expression variant (WBP)	skos:exactMatch	DDPHENO:0001113	aberrant gene expression (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0000718	dosage compensation variant (WBP)	skos:exactMatch	MP:0010381	abnormal dosage compensation (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000722	nucleolus variant (WBP)	skos:exactMatch	PLANP:0000015	abnormal nucleolus (PLANP)	semapv:LexicalMatching	obo:wbphenotype	obo:planp
WBPhenotype:0000724	protein secretion variant (WBP)	skos:exactMatch	DDPHENO:0001030	aberrant protein secretion (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0000725	lipid metabolism variant (WBP)	skos:exactMatch	MP:0013245	abnormal lipid metabolism (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000728	exocytosis variant (WBP)	skos:exactMatch	FYPO:0007873	abnormal exocytosis (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0000728	exocytosis variant (WBP)	skos:exactMatch	MP:0020848	abnormal exocytosis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000729	cell death variant (WBP)	skos:exactMatch	MP:0000313	abnormal cell death (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000729	cell death variant (WBP)	skos:exactMatch	DDPHENO:0001267	aberrant cell death (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0000730	apoptosis variant (WBP)	skos:exactMatch	MP:0001648	abnormal apoptosis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000736	autophagy variant (WBP)	skos:exactMatch	MP:0008260	abnormal autophagy (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000740	cell cycle variant (WBP)	skos:exactMatch	MP:0003077	abnormal cell cycle (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000742	DNA recombination variant (WBP)	skos:exactMatch	FYPO:0000063	abnormal DNA recombination (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0000746	cell division variant (WBP)	skos:exactMatch	FYPO:0000186	abnormal cell division (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0000749	embryonic development variant (WBP)	skos:exactMatch	HP:0033334	Abnormal embryonic development (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000773	chromosome segregation variant (WBP)	skos:exactMatch	FYPO:0000029	abnormal chromosome segregation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0000774	gametogenesis variant (WBP)	skos:exactMatch	MP:0001929	abnormal gametogenesis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000775	meiosis variant (WBP)	skos:exactMatch	PHIPO:0000981	abnormal meiosis (PHIPO)	semapv:LexicalMatching	obo:wbphenotype	obo:phipo
WBPhenotype:0000803	head development variant (WBP)	skos:exactMatch	MP:0012176	abnormal head development (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000805	tail development variant (WBP)	skos:exactMatch	MP:0006281	abnormal tail development (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000822	sex determination variant (WBP)	skos:exactMatch	MP:0002210	abnormal sex determination (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000848	developmental delay (WBP)	skos:exactMatch	HP:0001263	Global developmental delay (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0000899	epithelial cell morphology variant (WBP)	skos:exactMatch	XPO:0101850	abnormal epithelial cell morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000900	germ cell morphology variant (WBP)	skos:exactMatch	XPO:0101658	abnormal germ cell morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000904	muscle cell morphology variant (WBP)	skos:exactMatch	ZP:0131122	muscle cell morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:wbphenotype	obo:zp
WBPhenotype:0000905	neuron morphology variant (WBP)	skos:exactMatch	XPO:0101828	abnormal neuron morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000907	anus morphology variant (WBP)	skos:exactMatch	MP:0005034	abnormal anus morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0000908	cloacal morphology variant (WBP)	skos:exactMatch	XPO:0102115	abnormal cloaca morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000913	basal lamina morphology variant (WBP)	skos:exactMatch	XPO:0103035	abnormal basal lamina morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000947	connective tissue morphology variant (WBP)	skos:exactMatch	XPO:0102009	abnormal connective tissue morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0000987	germ cell physiology variant (WBP)	skos:exactMatch	MP:0020363	abnormal germ cell physiology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001046	pharyngeal muscle morphology variant (WBP)	skos:exactMatch	MP:0002253	abnormal pharyngeal muscle morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001224	axon outgrowth variant (WBP)	skos:exactMatch	MP:0003651	abnormal axon extension (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001226	commissure variant (WBP)	skos:exactMatch	PLANP:0000575	abnormal commissure (PLANP)	semapv:LexicalMatching	obo:wbphenotype	obo:planp
WBPhenotype:0001260	oocyte morphology variant (WBP)	skos:exactMatch	HP:0020155	Abnormal oocyte morphology (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0001263	peroxisome morphology variant (WBP)	skos:exactMatch	MP:0014010	abnormal peroxisome morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001263	peroxisome morphology variant (WBP)	skos:exactMatch	FYPO:0000362	abnormal peroxisomal morphology (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001264	peroxisome physiology variant (WBP)	skos:exactMatch	MP:0020847	abnormal peroxisome physiology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001265	head movement variant (WBP)	skos:exactMatch	MP:0000436	abnormal head movements (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001268	induced cell death variant (WBP)	skos:exactMatch	MP:0008942	abnormal induced cell death (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001291	social behavior variant (WBP)	skos:exactMatch	HP:0012433	Abnormal social behavior (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0001298	hindgut morphology variant (WBP)	skos:exactMatch	XPO:0102367	abnormal hindgut morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0001306	male reproductive system morphology variant (WBP)	skos:exactMatch	MP:0001145	abnormal male reproductive system morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001312	neuron number variant (WBP)	skos:exactMatch	MP:0008946	abnormal neuron number (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001331	motor neuron morphology variant (WBP)	skos:exactMatch	XPO:0102765	abnormal motor neuron morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0001348	chromosome morphology variant (WBP)	skos:exactMatch	MP:0003702	abnormal chromosome morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001349	protein phosphorylation variant (WBP)	skos:exactMatch	PHIPO:0001119	abnormal protein phosphorylation (PHIPO)	semapv:LexicalMatching	obo:wbphenotype	obo:phipo
WBPhenotype:0001355	gonad morphology variant (WBP)	skos:exactMatch	ZP:0005253	gonad morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:wbphenotype	obo:zp
WBPhenotype:0001357	male gonad morphology variant (WBP)	skos:exactMatch	XPO:0102046	abnormal testis morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0001357	male gonad morphology variant (WBP)	skos:exactMatch	MP:0001146	abnormal testis morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001361	chromosome condensation variant (WBP)	skos:exactMatch	FYPO:0000159	abnormal chromosome condensation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001378	mitotic chromosome segregation variant (WBP)	skos:exactMatch	FYPO:0000141	abnormal mitotic sister chromatid segregation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001378	mitotic chromosome segregation variant (WBP)	skos:exactMatch	DDPHENO:0001422	aberrant mitotic sister chromatid segregation (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001382	protein modification variant (WBP)	skos:exactMatch	FYPO:0002494	abnormal protein modification (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001382	protein modification variant (WBP)	skos:exactMatch	DDPHENO:0001317	aberrant protein modification (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001383	protein methylation variant (WBP)	skos:exactMatch	DDPHENO:0001247	aberrant protein methylation (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001398	neurite morphology variant (WBP)	skos:exactMatch	MP:0008415	abnormal neurite morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001399	cell membrane morphology variant (WBP)	skos:exactMatch	XPO:0102693	abnormal plasma membrane morphology (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0001401	mitochondria morphology variant (WBP)	skos:exactMatch	HP:0008322	Abnormal mitochondrial morphology (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0001489	gubernaculum morphology variant (WBP)	skos:exactMatch	MP:0005149	abnormal gubernaculum morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001499	meiotic chromosome segregation variant (WBP)	skos:exactMatch	FYPO:0000151	abnormal meiotic chromosome segregation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001502	chemical resistant (WBP)	skos:exactMatch	FBcv:0000439	chemical resistant (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0001514	synaptic vesicle endocytosis variant (WBP)	skos:exactMatch	MP:0021013	abnormal synaptic vesicle endocytosis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001523	extracellular matrix variant (WBP)	skos:exactMatch	XPO:0100295	abnormal extracellular matrix (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0001589	microtubule nucleation variant (WBP)	skos:exactMatch	FYPO:0007484	abnormal microtubule nucleation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001590	microtubule depolymerization variant (WBP)	skos:exactMatch	FYPO:0007111	abnormal microtubule depolymerization (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001644	protein metabolism variant (WBP)	skos:exactMatch	FYPO:0002274	abnormal protein metabolic process (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001645	protein degradation variant (WBP)	skos:exactMatch	FYPO:0002275	abnormal protein degradation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001657	cell junction variant (WBP)	skos:exactMatch	PLANP:0000420	abnormal cell junction (PLANP)	semapv:LexicalMatching	obo:wbphenotype	obo:planp
WBPhenotype:0001658	intercellular junction variant (WBP)	skos:exactMatch	PLANP:0000599	abnormal intercellular junction (PLANP)	semapv:LexicalMatching	obo:wbphenotype	obo:planp
WBPhenotype:0001674	telomere morphology variant (WBP)	skos:exactMatch	FYPO:0006508	abnormal telomere morphology (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001711	rhythmic behavior variant (WBP)	skos:exactMatch	MP:0021121	abnormal rhythmic behavior (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001712	circadian rhythm behavior variant (WBP)	skos:exactMatch	MP:0020467	abnormal circadian behavior (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001712	circadian rhythm behavior variant (WBP)	skos:exactMatch	FBcv:0000679	abnormal circadian behavior (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0001726	body length variant (WBP)	skos:exactMatch	MP:0001256	abnormal body length (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001739	aging variant (WBP)	skos:exactMatch	FBcv:0000384	abnormal aging (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0001743	mitosis variant (WBP)	skos:exactMatch	DDPHENO:0000234	aberrant mitosis (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001743	mitosis variant (WBP)	skos:exactMatch	MP:0004046	abnormal mitosis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001744	cell adhesion variant (WBP)	skos:exactMatch	FYPO:0001872	abnormal cell adhesion (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001752	vesicle trafficking variant (WBP)	skos:exactMatch	MP:0008546	abnormal vesicle-mediated transport (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001780	associative learning variant (WBP)	skos:exactMatch	MP:0002062	abnormal associative learning (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001787	phototaxis defective (WBP)	skos:exactMatch	FBcv:0000413	abnormal phototaxis (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0001787	phototaxis defective (WBP)	skos:exactMatch	DDPHENO:0000222	aberrant phototaxis (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001806	protein stabilization variant (WBP)	skos:exactMatch	DDPHENO:0001500	aberrant protein stabilization (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0001826	RNA degradation variant (WBP)	skos:exactMatch	FYPO:0003551	abnormal RNA catabolic process (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001827	RNA metabolism variant (WBP)	skos:exactMatch	FYPO:0004851	abnormal RNA metabolic process (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001832	nuclear pore variant (WBP)	skos:exactMatch	PLANP:0000095	abnormal nuclear pore (PLANP)	semapv:LexicalMatching	obo:wbphenotype	obo:planp
WBPhenotype:0001835	energy expenditure variant (WBP)	skos:exactMatch	MP:0005450	abnormal energy expenditure (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001840	response to injury variant (WBP)	skos:exactMatch	MP:0005164	abnormal response to injury (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001849	zinc homeostasis variant (WBP)	skos:exactMatch	MP:0009615	abnormal zinc homeostasis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001862	manganese homeostasis variant (WBP)	skos:exactMatch	MP:0030592	abnormal manganese homeostasis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001865	protein ubiquitination variant (WBP)	skos:exactMatch	FYPO:0006977	abnormal protein ubiquitination (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001880	endoplasmic reticulum morphology variant (WBP)	skos:exactMatch	MP:0009378	abnormal endoplasmic reticulum morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001898	meiotic sister chromatid segregation variant (WBP)	skos:exactMatch	FYPO:0005509	abnormal meiotic sister chromatid segregation (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001910	kinetochore organization variant (WBP)	skos:exactMatch	FYPO:0000807	abnormal kinetochore organization (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0001922	axonal transport variant (WBP)	skos:exactMatch	MP:0004768	abnormal axonal transport (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0001987	acetylcholinesterase activity variant (WBP)	skos:exactMatch	MP:0012623	abnormal acetylcholinesterase activity (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002012	meiotic chromosome organization variant (WBP)	skos:exactMatch	FYPO:0006759	abnormal meiotic chromosome organization (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002037	nuclear envelope organization variant (WBP)	skos:exactMatch	FYPO:0000815	abnormal nuclear envelope organization (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002046	iron homeostasis variant (WBP)	skos:exactMatch	MP:0005637	abnormal iron homeostasis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002067	apical constriction variant (WBP)	skos:exactMatch	XPO:0131744	abnormal apical constriction (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0002072	carbohydrate metabolism variant (WBP)	skos:exactMatch	MP:0013243	abnormal carbohydrate metabolism (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002090	endosome morphology variant (WBP)	skos:exactMatch	DDPHENO:0000230	aberrant endosome morphology (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0002091	late endosome morphology variant (WBP)	skos:exactMatch	FYPO:0007727	abnormal late endosome morphology (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002096	golgi apparatus morphology variant (WBP)	skos:exactMatch	MP:0011743	abnormal Golgi apparatus morphology (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002097	lysosome morphology variant (WBP)	skos:exactMatch	DDPHENO:0001206	aberrant lysosome morphology (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
WBPhenotype:0002101	endoplasmic reticulum localization variant (WBP)	skos:exactMatch	FYPO:0002872	abnormal endoplasmic reticulum localization (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002141	oxygen consumption variant (WBP)	skos:exactMatch	MP:0005288	abnormal oxygen consumption (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002162	multipolar mitotic spindle (WBP)	skos:exactMatch	FYPO:0005960	multipolar mitotic spindle (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002173	cell number variant (WBP)	skos:exactMatch	FBcv:0000709	abnormal cell number (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0002247	copper homeostasis variant (WBP)	skos:exactMatch	MP:0003951	abnormal copper homeostasis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002252	increased susceptibility to viral infection (WBP)	skos:exactMatch	MP:0002418	increased susceptibility to viral infection (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002255	amino acid metabolism variant (WBP)	skos:exactMatch	MP:0013242	abnormal amino acid metabolism (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002354	increased susceptibility to fungal infection (WBP)	skos:exactMatch	MP:0005399	increased susceptibility to fungal infection (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002364	axonal degeneration (WBP)	skos:exactMatch	MP:0005405	axon degeneration (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002408	cytokinesis variant (WBP)	skos:exactMatch	FBcv:0000433	abnormal cytokinesis (DPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fbcv
WBPhenotype:0002408	cytokinesis variant (WBP)	skos:exactMatch	MP:0013289	abnormal mitotic cytokinesis (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002413	multiple nuclei (WBP)	skos:exactMatch	FYPO:0003341	multinucleate (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002414	spindle variant (WBP)	skos:exactMatch	FYPO:0000120	abnormal spindle (FYPO)	semapv:LexicalMatching	obo:wbphenotype	obo:fypo
WBPhenotype:0002429	protein glycosylation variant (WBP)	skos:exactMatch	HP:0012346	Abnormal protein glycosylation (HPO)	semapv:LexicalMatching	obo:wbphenotype	obo:hp
WBPhenotype:0002496	ectopic neuron (WBP)	skos:exactMatch	MP:0011723	ectopic neuron (MPO)	semapv:LexicalMatching	obo:wbphenotype	obo:mp
WBPhenotype:0002508	extra neuron (WBP)	skos:exactMatch	XPO:0130970	abnormally increased number of neuron (XPO)	semapv:LexicalMatching	obo:wbphenotype	obo:xpo
WBPhenotype:0002513	thermotaxis variant (WBP)	skos:exactMatch	DDPHENO:0000223	aberrant thermotaxis (DDPHENO)	semapv:LexicalMatching	obo:wbphenotype	obo:ddpheno
